Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,  -0.00000002,  -0.00000002,   0.05000025,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000085,  -0.00000097,   0.00000260,  -0.00000000,  -0.00000026,  -0.00000001
  0.00100000,   0.00000026,   0.00000016,   0.10000200,   0.00000000,  -0.00000006,  -0.00000000,  -0.00000174,  -0.00000199,   0.00000525,  -0.00000000,  -0.00000053,  -0.00000001
  0.00150000,   0.00000026,   0.00000040,   0.15000123,   0.00000000,   0.00000009,   0.00000000,  -0.00000264,  -0.00000302,   0.00000791,  -0.00000001,  -0.00000080,  -0.00000002
  0.00200000,   0.00000019,   0.00000047,   0.20000008,   0.00000000,   0.00000015,  -0.00000000,  -0.00000353,  -0.00000405,   0.00001058,  -0.00000001,  -0.00000107,  -0.00000002
  0.00250000,  -0.00000022,   0.00000068,   0.25000111,   0.00000000,   0.00000020,   0.00000000,  -0.00000443,  -0.00000509,   0.00001325,  -0.00000001,  -0.00000135,  -0.00000003
  0.00300000,  -0.00000013,   0.00000043,   0.29999996,  -0.00000000,   0.00000009,  -0.00000000,  -0.00000532,  -0.00000613,   0.00001592,  -0.00000001,  -0.00000162,  -0.00000004
  0.00350000,  -0.00000012,   0.00000019,   0.35000041,  -0.00000000,   0.00000005,   0.00000000,  -0.00000622,  -0.00000717,   0.00001860,  -0.00000002,  -0.00000190,  -0.00000004
  0.00400000,  -0.00000067,  -0.00000127,   0.40002953,  -0.00000000,   0.00000026,  -0.00000000,  -0.00000711,  -0.00000821,   0.00002127,  -0.00000002,  -0.00000217,  -0.00000005
  0.00450000,   0.00000003,  -0.00000022,   0.45000071,  -0.00000000,  -0.00000007,  -0.00000001,  -0.00000801,  -0.00000925,   0.00002394,  -0.00000002,  -0.00000245,  -0.00000005
  0.00500000,   0.00000014,   0.00000027,   0.49999167,  -0.00000001,  -0.00000008,  -0.00000001,  -0.00000890,  -0.00001029,   0.00002662,  -0.00000002,  -0.00000272,  -0.00000006
