Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,  -0.00000003,  -0.00000002,   0.05000061,   0.00000000,  -0.00000001,   0.00000000,  -0.00000086,  -0.00000098,   0.00000261,  -0.00000000,  -0.00000027,   0.00000001
  0.00100000,   0.00000028,   0.00000020,   0.10000178,   0.00000000,  -0.00000005,  -0.00000000,  -0.00000175,  -0.00000200,   0.00000529,  -0.00000000,  -0.00000055,   0.00000002
  0.00150000,   0.00000027,   0.00000044,   0.15000116,   0.00000001,   0.00000008,  -0.00000001,  -0.00000265,  -0.00000304,   0.00000797,  -0.00000001,  -0.00000084,   0.00000002
  0.00200000,   0.00000021,   0.00000051,   0.20000012,   0.00000001,   0.00000014,  -0.00000001,  -0.00000355,  -0.00000408,   0.00001066,  -0.00000001,  -0.00000113,   0.00000003
  0.00250000,  -0.00000020,   0.00000070,   0.25000113,   0.00000001,   0.00000019,  -0.00000001,  -0.00000445,  -0.00000512,   0.00001335,  -0.00000001,  -0.00000142,   0.00000004
  0.00300000,  -0.00000012,   0.00000045,   0.29999998,   0.00000000,   0.00000009,  -0.00000000,  -0.00000535,  -0.00000617,   0.00001604,  -0.00000001,  -0.00000170,   0.00000005
  0.00350000,  -0.00000012,   0.00000020,   0.35000038,   0.00000000,   0.00000005,  -0.00000000,  -0.00000625,  -0.00000722,   0.00001873,  -0.00000002,  -0.00000199,   0.00000005
  0.00400000,  -0.00000068,  -0.00000128,   0.40002967,  -0.00000000,   0.00000026,   0.00000000,  -0.00000715,  -0.00000826,   0.00002142,  -0.00000002,  -0.00000228,   0.00000006
  0.00450000,   0.00000007,  -0.00000020,   0.44999968,  -0.00000000,  -0.00000008,   0.00000000,  -0.00000805,  -0.00000931,   0.00002411,  -0.00000002,  -0.00000257,   0.00000007
  0.00500000,  -0.00000001,   0.00000016,   0.49999523,  -0.00000000,  -0.00000002,   0.00000000,  -0.00000895,  -0.00001036,   0.00002680,  -0.00000003,  -0.00000286,   0.00000008
  0.00550000,  -0.00000018,  -0.00000004,   0.55000041,  -0.00000000,   0.00000005,  -0.00000000,  -0.00000985,  -0.00001141,   0.00002950,  -0.00000003,  -0.00000315,   0.00000009
  0.00600000,   0.00000042,   0.00000004,   0.59999179,  -0.00000001,  -0.00000024,   0.00000001,  -0.00001075,  -0.00001246,   0.00003219,  -0.00000003,  -0.00000344,   0.00000009
