Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,   0.04999995,  -0.00000016,   0.00000117,  -0.00000000,   0.00000001,   0.00000000,   0.00000657,  -0.00000174,  -0.00000052,   0.00000008,   0.00000003,   0.00000000
  0.00100000,   0.09999966,  -0.00000003,   0.00000210,  -0.00000001,   0.00000003,   0.00000000,   0.00001411,  -0.00000401,  -0.00000112,   0.00000018,   0.00000007,   0.00000000
  0.00150000,   0.14999943,   0.00000002,   0.00000016,  -0.00000002,   0.00000001,   0.00000000,   0.00002206,  -0.00000651,  -0.00000175,   0.00000028,   0.00000011,   0.00000000
  0.00200000,   0.19999897,  -0.00000011,   0.00000345,  -0.00000002,   0.00000005,   0.00000000,   0.00003032,  -0.00000917,  -0.00000241,   0.00000038,   0.00000016,   0.00000000
  0.00250000,   0.24999893,  -0.00000016,  -0.00000181,  -0.00000004,  -0.00000001,  -0.00000000,   0.00003882,  -0.00001196,  -0.00000309,   0.00000049,   0.00000021,   0.00000001
  0.00300000,   0.29999882,  -0.00000119,  -0.00000497,  -0.00000007,  -0.00000003,  -0.00000000,   0.00004752,  -0.00001485,  -0.00000378,   0.00000060,   0.00000025,   0.00000001
  0.00350000,   0.34999824,   0.00000021,  -0.00001623,  -0.00000005,  -0.00000024,  -0.00000001,   0.00005638,  -0.00001783,  -0.00000448,   0.00000072,   0.00000030,   0.00000001
  0.00400000,   0.39999599,  -0.00000646,   0.00001917,  -0.00000018,   0.00000030,   0.00000000,   0.00006540,  -0.00002090,  -0.00000520,   0.00000083,   0.00000035,   0.00000001
  0.00450000,   0.44999534,  -0.00000106,  -0.00001153,  -0.00000012,  -0.00000016,  -0.00000001,   0.00007455,  -0.00002403,  -0.00000592,   0.00000095,   0.00000041,   0.00000001
  0.00500000,   0.49999345,  -0.00000101,   0.00000872,  -0.00000010,   0.00000008,  -0.00000001,   0.00008383,  -0.00002723,  -0.00000666,   0.00000107,   0.00000046,   0.00000001
  0.00550000,   0.54999603,  -0.00000126,  -0.00000380,  -0.00000010,  -0.00000007,  -0.00000001,   0.00009322,  -0.00003049,  -0.00000740,   0.00000120,   0.00000051,   0.00000001
  0.00600000,   0.59999504,  -0.00000170,   0.00000952,  -0.00000009,   0.00000009,  -0.00000001,   0.00010272,  -0.00003380,  -0.00000815,   0.00000132,   0.00000056,   0.00000002
