Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,   0.00000003,   0.00000015,   0.04999914,   0.00000000,  -0.00000001,   0.00000000,  -0.00000052,  -0.00000073,   0.00000218,   0.00000000,  -0.00000017,  -0.00000001
  0.00100000,  -0.00000032,   0.00000022,   0.10000216,   0.00000000,   0.00000002,   0.00000000,  -0.00000113,  -0.00000158,   0.00000452,   0.00000000,  -0.00000038,  -0.00000003
  0.00150000,   0.00000006,   0.00000009,   0.15000306,   0.00000000,  -0.00000006,   0.00000000,  -0.00000176,  -0.00000245,   0.00000690,   0.00000000,  -0.00000059,  -0.00000004
  0.00200000,   0.00000058,   0.00000023,   0.20000094,  -0.00000000,   0.00000009,   0.00000000,  -0.00000242,  -0.00000334,   0.00000931,   0.00000000,  -0.00000080,  -0.00000005
  0.00250000,  -0.00000050,   0.00000180,   0.24999995,   0.00000005,   0.00000120,   0.00000000,  -0.00000310,  -0.00000424,   0.00001174,   0.00000000,  -0.00000102,  -0.00000007
  0.00300000,  -0.00000170,   0.00000258,   0.30000039,   0.00000004,   0.00000107,   0.00000001,  -0.00000380,  -0.00000515,   0.00001419,   0.00000000,  -0.00000124,  -0.00000008
  0.00350000,  -0.00000035,   0.00000129,   0.34999912,   0.00000004,   0.00000085,   0.00000000,  -0.00000450,  -0.00000606,   0.00001665,   0.00000000,  -0.00000146,  -0.00000010
  0.00400000,  -0.00000044,   0.00000126,   0.39999907,   0.00000004,   0.00000072,   0.00000000,  -0.00000522,  -0.00000697,   0.00001913,   0.00000000,  -0.00000169,  -0.00000011
  0.00450000,  -0.00000009,   0.00000101,   0.44999801,   0.00000004,   0.00000065,   0.00000000,  -0.00000595,  -0.00000789,   0.00002161,   0.00000000,  -0.00000191,  -0.00000012
  0.00500000,  -0.00000026,   0.00000105,   0.49999853,   0.00000003,   0.00000058,   0.00000000,  -0.00000669,  -0.00000882,   0.00002410,   0.00000000,  -0.00000214,  -0.00000014
  0.00550000,   0.00000002,   0.00000080,   0.54999811,   0.00000003,   0.00000055,   0.00000000,  -0.00000744,  -0.00000974,   0.00002660,   0.00000000,  -0.00000236,  -0.00000015
  0.00600000,  -0.00000012,   0.00000086,   0.59999838,   0.00000003,   0.00000050,   0.00000000,  -0.00000819,  -0.00001067,   0.00002910,   0.00000000,  -0.00000259,  -0.00000017
