Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,   0.00000000,   0.00000000,   0.05000014,   0.00000000,   0.00000000,  -0.00000000,  -0.00000087,  -0.00000098,   0.00000264,  -0.00000000,  -0.00000024,   0.00000002
  0.00100000,   0.00000018,   0.00000028,   0.10000296,   0.00000001,   0.00000012,  -0.00000000,  -0.00000177,  -0.00000201,   0.00000533,  -0.00000001,  -0.00000050,   0.00000004
  0.00150000,   0.00000031,   0.00000045,   0.15000135,   0.00000001,   0.00000008,  -0.00000000,  -0.00000268,  -0.00000306,   0.00000803,  -0.00000001,  -0.00000076,   0.00000007
  0.00200000,   0.00000026,   0.00000054,   0.19999993,   0.00000001,   0.00000013,   0.00000000,  -0.00000359,  -0.00000411,   0.00001074,  -0.00000002,  -0.00000102,   0.00000009
  0.00250000,  -0.00000014,   0.00000078,   0.25000095,   0.00000000,   0.00000019,  -0.00000000,  -0.00000449,  -0.00000516,   0.00001345,  -0.00000002,  -0.00000128,   0.00000011
  0.00300000,  -0.00000005,   0.00000049,   0.29999996,   0.00000000,   0.00000009,  -0.00000000,  -0.00000540,  -0.00000621,   0.00001617,  -0.00000002,  -0.00000154,   0.00000013
  0.00350000,  -0.00000005,   0.00000024,   0.35000038,   0.00000000,   0.00000005,  -0.00000000,  -0.00000631,  -0.00000726,   0.00001888,  -0.00000003,  -0.00000180,   0.00000016
  0.00400000,  -0.00000066,  -0.00000122,   0.40002977,   0.00000000,   0.00000027,  -0.00000000,  -0.00000722,  -0.00000832,   0.00002159,  -0.00000003,  -0.00000206,   0.00000018
  0.00450000,   0.00000007,  -0.00000020,   0.45000033,  -0.00000000,  -0.00000006,  -0.00000000,  -0.00000813,  -0.00000937,   0.00002431,  -0.00000004,  -0.00000233,   0.00000020
  0.00500000,   0.00000011,   0.00000026,   0.49999205,  -0.00000000,  -0.00000007,   0.00000000,  -0.00000904,  -0.00001043,   0.00002702,  -0.00000004,  -0.00000259,   0.00000023
  0.00550000,  -0.00000018,  -0.00000004,   0.55000026,  -0.00000001,   0.00000005,   0.00000000,  -0.00000995,  -0.00001148,   0.00002973,  -0.00000005,  -0.00000285,   0.00000025
  0.00600000,   0.00000091,   0.00000044,   0.59997774,  -0.00000000,  -0.00000044,  -0.00000000,  -0.00001085,  -0.00001254,   0.00003245,  -0.00000005,  -0.00000311,   0.00000027
  0.00650000,  -0.00000012,  -0.00000014,   0.65000085,  -0.00000000,  -0.00000001,  -0.00000000,  -0.00001176,  -0.00001359,   0.00003516,  -0.00000005,  -0.00000337,   0.00000029
  0.00700000,  -0.00000006,  -0.00000003,   0.69999936,  -0.00000000,   0.00000002,  -0.00000000,  -0.00001267,  -0.00001465,   0.00003788,  -0.00000006,  -0.00000363,   0.00000032
  0.00750000,  -0.00000107,  -0.00000086,   0.75002761,   0.00000000,   0.00000025,   0.00000000,  -0.00001358,  -0.00001571,   0.00004059,  -0.00000006,  -0.00000390,   0.00000034
  0.00800000,   0.00000002,  -0.00000002,   0.79999944,  -0.00000000,  -0.00000004,  -0.00000000,  -0.00001449,  -0.00001676,   0.00004331,  -0.00000007,  -0.00000416,   0.00000036
  0.00850000,   0.00000018,   0.00000016,   0.84999548,  -0.00000000,  -0.00000001,  -0.00000000,  -0.00001540,  -0.00001782,   0.00004602,  -0.00000007,  -0.00000442,   0.00000038
  0.00900000,  -0.00000000,   0.00000001,   0.90000078,   0.00000000,   0.00000005,   0.00000000,  -0.00001631,  -0.00001887,   0.00004874,  -0.00000008,  -0.00000468,   0.00000041
  0.00950000,   0.00000052,   0.00000044,   0.94998811,  -0.00000000,  -0.00000027,  -0.00000002,  -0.00001722,  -0.00001993,   0.00005145,  -0.00000008,  -0.00000494,   0.00000043
  0.01000000,  -0.00000005,  -0.00000003,   1.00000220,   0.00000000,   0.00000001,  -0.00000000,  -0.00001813,  -0.00002098,   0.00005417,  -0.00000008,  -0.00000521,   0.00000045
  0.07658333,   0.00000069,  -0.00000015,   0.99999331,   0.00000007,  -0.00000075,  -0.00000000,  -0.00001854,  -0.00002120,   0.00005471,  -0.00000008,  -0.00000534,   0.00000046
  0.14316667,  -0.00000114,  -0.00000141,   0.99999867,  -0.00000002,  -0.00000019,   0.00000002,  -0.00001887,  -0.00002125,   0.00005507,  -0.00000009,  -0.00000543,   0.00000046
  0.20975000,  -0.00000155,  -0.00000155,   0.99999770,  -0.00000006,  -0.00000019,   0.00000002,  -0.00001916,  -0.00002128,   0.00005537,  -0.00000009,  -0.00000550,   0.00000047
  0.27633333,  -0.00000118,  -0.00000102,   0.99999848,  -0.00000006,  -0.00000014,   0.00000001,  -0.00001941,  -0.00002130,   0.00005562,  -0.00000009,  -0.00000557,   0.00000047
  0.34291667,  -0.00000733,   0.00000495,   1.00001490,  -0.00000009,  -0.00000492,  -0.00000004,  -0.00001962,  -0.00002132,   0.00005584,  -0.00000009,  -0.00000562,   0.00000047
  0.40950000,  -0.00000057,  -0.00000005,   1.00000610,  -0.00000004,  -0.00000025,   0.00000002,  -0.00001979,  -0.00002134,   0.00005602,  -0.00000009,  -0.00000567,   0.00000047
  0.47608333,  -0.00000472,   0.00000369,   1.00001520,  -0.00000005,  -0.00000249,   0.00000001,  -0.00001994,  -0.00002135,   0.00005618,  -0.00000009,  -0.00000571,   0.00000048
  0.54266667,  -0.00000550,   0.00000470,   1.00002510,  -0.00000004,  -0.00000420,  -0.00000002,  -0.00002007,  -0.00002136,   0.00005632,  -0.00000009,  -0.00000575,   0.00000048
  0.60925000,   0.00000009,   0.00000042,   1.00000120,  -0.00000001,  -0.00000011,   0.00000002,  -0.00002018,  -0.00002137,   0.00005643,  -0.00000009,  -0.00000578,   0.00000048
  0.67583333,  -0.00000265,   0.00000215,   1.00000890,  -0.00000002,  -0.00000108,   0.00000000,  -0.00002027,  -0.00002138,   0.00005653,  -0.00000009,  -0.00000581,   0.00000048
  0.74241667,  -0.00000337,   0.00000278,   1.00001340,  -0.00000002,  -0.00000242,  -0.00000002,  -0.00002035,  -0.00002139,   0.00005662,  -0.00000009,  -0.00000584,   0.00000048
  0.80900000,  -0.00000388,   0.00000177,   1.00004110,  -0.00000002,  -0.00000233,  -0.00000003,  -0.00002042,  -0.00002140,   0.00005669,  -0.00000009,  -0.00000586,   0.00000048
  0.87558333,  -0.00000066,   0.00000134,   1.00000020,  -0.00000001,  -0.00000096,   0.00000001,  -0.00002047,  -0.00002141,   0.00005675,  -0.00000009,  -0.00000588,   0.00000048
  0.94216667,  -0.00000044,   0.00000098,   1.00000220,  -0.00000001,  -0.00000039,   0.00000002,  -0.00002052,  -0.00002142,   0.00005680,  -0.00000009,  -0.00000589,   0.00000048
  1.00875000,  -0.00000120,   0.00000137,   1.00000580,  -0.00000001,  -0.00000092,  -0.00000000,  -0.00002056,  -0.00002143,   0.00005685,  -0.00000009,  -0.00000591,   0.00000048
  1.07533330,  -0.00000172,   0.00000101,   1.00001760,  -0.00000001,  -0.00000110,  -0.00000001,  -0.00002060,  -0.00002143,   0.00005689,  -0.00000009,  -0.00000592,   0.00000048
  1.14191670,  -0.00000028,   0.00000069,   0.99999931,  -0.00000000,  -0.00000050,   0.00000000,  -0.00002063,  -0.00002144,   0.00005693,  -0.00000009,  -0.00000593,   0.00000048
  1.20850000,  -0.00000083,   0.00000071,   1.00000770,  -0.00000001,  -0.00000047,   0.00000000,  -0.00002065,  -0.00002145,   0.00005696,  -0.00000009,  -0.00000595,   0.00000049
  1.27508330,  -0.00000094,   0.00000073,   1.00000810,  -0.00000001,  -0.00000069,   0.00000000,  -0.00002068,  -0.00002145,   0.00005699,  -0.00000009,  -0.00000596,   0.00000049
  1.34166670,  -0.00000103,   0.00000048,   1.00001250,  -0.00000001,  -0.00000067,   0.00000000,  -0.00002070,  -0.00002146,   0.00005701,  -0.00000009,  -0.00000597,   0.00000049
  1.40825000,  -0.00000025,   0.00000028,   1.00000090,  -0.00000000,  -0.00000026,   0.00000000,  -0.00002071,  -0.00002146,   0.00005703,  -0.00000009,  -0.00000597,   0.00000049
  1.47483330,  -0.00000023,   0.00000016,   1.00000210,  -0.00000000,  -0.00000010,   0.00000000,  -0.00002072,  -0.00002147,   0.00005705,  -0.00000009,  -0.00000598,   0.00000049
  1.54141670,  -0.00000049,   0.00000026,   1.00000420,  -0.00000001,  -0.00000028,   0.00000000,  -0.00002074,  -0.00002147,   0.00005707,  -0.00000009,  -0.00000599,   0.00000049
  1.60800000,  -0.00000063,   0.00000015,   1.00000810,  -0.00000000,  -0.00000033,  -0.00000000,  -0.00002075,  -0.00002148,   0.00005708,  -0.00000009,  -0.00000600,   0.00000049
  1.67458330,  -0.00000016,   0.00000012,   1.00000160,  -0.00000000,  -0.00000013,   0.00000000,  -0.00002076,  -0.00002148,   0.00005709,  -0.00000009,  -0.00000600,   0.00000049
  1.74116670,   0.00000275,   0.00000064,   0.99993032,   0.00000001,  -0.00000063,   0.00000001,  -0.00002076,  -0.00002149,   0.00005710,  -0.00000009,  -0.00000601,   0.00000049
  1.80775000,   0.00000032,   0.00000018,   0.99999052,   0.00000000,  -0.00000008,   0.00000001,  -0.00002077,  -0.00002149,   0.00005712,  -0.00000009,  -0.00000602,   0.00000049
  1.87433330,  -0.00000009,   0.00000014,   1.00000110,   0.00000000,  -0.00000011,  -0.00000000,  -0.00002078,  -0.00002150,   0.00005713,  -0.00000009,  -0.00000602,   0.00000049
  1.94091670,  -0.00000007,   0.00000010,   1.00000150,   0.00000000,  -0.00000010,   0.00000000,  -0.00002078,  -0.00002150,   0.00005714,  -0.00000009,  -0.00000603,   0.00000049
  2.00750000,   0.00000193,   0.00000065,   0.99995045,   0.00000000,  -0.00000036,  -0.00000000,  -0.00002078,  -0.00002151,   0.00005714,  -0.00000009,  -0.00000603,   0.00000049
  2.07408330,  -0.00000005,  -0.00000002,   1.00000320,   0.00000000,   0.00000008,   0.00000000,  -0.00002079,  -0.00002151,   0.00005716,  -0.00000009,  -0.00000604,   0.00000049
  2.14066670,  -0.00000018,   0.00000007,   1.00000460,   0.00000000,  -0.00000012,   0.00000000,  -0.00002079,  -0.00002152,   0.00005716,  -0.00000009,  -0.00000604,   0.00000049
  2.20725000,  -0.00000003,   0.00000007,   1.00000110,   0.00000000,  -0.00000009,  -0.00000000,  -0.00002080,  -0.00002152,   0.00005717,  -0.00000009,  -0.00000605,   0.00000049
  2.27383330,   0.00000026,  -0.00000004,   0.99999760,   0.00000000,   0.00000013,   0.00000002,  -0.00002080,  -0.00002152,   0.00005718,  -0.00000009,  -0.00000605,   0.00000049
  2.34041670,   0.00000008,   0.00000006,   0.99999917,   0.00000000,  -0.00000001,   0.00000000,  -0.00002080,  -0.00002153,   0.00005719,  -0.00000009,  -0.00000606,   0.00000049
  2.40700000,   0.00000036,   0.00000032,   0.99998901,   0.00000000,  -0.00000028,  -0.00000001,  -0.00002081,  -0.00002153,   0.00005719,  -0.00000009,  -0.00000606,   0.00000049
  2.47358330,  -0.00000009,  -0.00000002,   1.00000310,   0.00000000,  -0.00000003,  -0.00000000,  -0.00002081,  -0.00002154,   0.00005720,  -0.00000009,  -0.00000607,   0.00000049
  2.54016670,   0.00000283,   0.00000174,   0.99991698,   0.00000000,  -0.00000110,  -0.00000002,  -0.00002081,  -0.00002154,   0.00005720,  -0.00000009,  -0.00000607,   0.00000049
  2.60675000,   0.00000037,   0.00000026,   0.99998916,   0.00000000,  -0.00000012,  -0.00000001,  -0.00002081,  -0.00002154,   0.00005721,  -0.00000009,  -0.00000607,   0.00000049
  2.67333330,   0.00000004,   0.00000004,   0.99999963,   0.00000000,  -0.00000006,  -0.00000000,  -0.00002082,  -0.00002155,   0.00005722,  -0.00000009,  -0.00000608,   0.00000049
  2.73991670,  -0.00000002,  -0.00000000,   1.00000120,   0.00000000,  -0.00000004,  -0.00000000,  -0.00002082,  -0.00002155,   0.00005723,  -0.00000009,  -0.00000608,   0.00000049
  2.80650000,   0.00000031,   0.00000019,   0.99999164,   0.00000000,  -0.00000002,   0.00000000,  -0.00002082,  -0.00002156,   0.00005723,  -0.00000009,  -0.00000608,   0.00000049
  2.87308330,  -0.00000010,  -0.00000006,   1.00000400,   0.00000000,   0.00000006,   0.00000000,  -0.00002082,  -0.00002156,   0.00005724,  -0.00000009,  -0.00000609,   0.00000049
