Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,   0.00000015,   0.00000016,   0.05000148,   0.00000000,   0.00000001,   0.00000000,  -0.00000086,  -0.00000098,   0.00000262,  -0.00000000,  -0.00000023,  -0.00000001
  0.00100000,   0.00000023,   0.00000012,   0.10000310,   0.00000000,  -0.00000011,   0.00000001,  -0.00000176,  -0.00000201,   0.00000530,  -0.00000000,  -0.00000046,  -0.00000001
  0.00150000,   0.00000018,   0.00000035,   0.15000090,   0.00000001,   0.00000008,   0.00000000,  -0.00000265,  -0.00000304,   0.00000799,  -0.00000000,  -0.00000071,  -0.00000002
  0.00200000,   0.00000015,   0.00000047,   0.19999932,   0.00000001,   0.00000015,   0.00000000,  -0.00000355,  -0.00000409,   0.00001068,  -0.00000000,  -0.00000095,  -0.00000002
  0.00250000,  -0.00000028,   0.00000063,   0.25000182,   0.00000000,   0.00000020,   0.00000000,  -0.00000445,  -0.00000514,   0.00001338,  -0.00000000,  -0.00000119,  -0.00000003
  0.00300000,  -0.00000013,   0.00000041,   0.30000015,   0.00000000,   0.00000009,   0.00000000,  -0.00000535,  -0.00000618,   0.00001608,  -0.00000000,  -0.00000143,  -0.00000004
  0.00350000,  -0.00000011,   0.00000021,   0.35000056,   0.00000000,   0.00000005,   0.00000000,  -0.00000626,  -0.00000723,   0.00001877,  -0.00000000,  -0.00000168,  -0.00000004
  0.00400000,  -0.00000062,  -0.00000122,   0.40002901,   0.00000000,   0.00000025,   0.00000000,  -0.00000716,  -0.00000828,   0.00002147,  -0.00000000,  -0.00000192,  -0.00000005
  0.00450000,   0.00000007,  -0.00000020,   0.45000104,   0.00000000,  -0.00000006,   0.00000000,  -0.00000806,  -0.00000933,   0.00002417,  -0.00000000,  -0.00000216,  -0.00000006
  0.00500000,   0.00000014,   0.00000029,   0.49999224,  -0.00000000,  -0.00000007,   0.00000000,  -0.00000896,  -0.00001038,   0.00002687,  -0.00000000,  -0.00000241,  -0.00000006
  0.00550000,  -0.00000015,  -0.00000001,   0.55000038,  -0.00000000,   0.00000005,  -0.00000000,  -0.00000986,  -0.00001144,   0.00002957,  -0.00000001,  -0.00000265,  -0.00000007
  0.00600000,   0.00000098,   0.00000048,   0.59997728,  -0.00000000,  -0.00000046,   0.00000001,  -0.00001076,  -0.00001249,   0.00003227,  -0.00000001,  -0.00000290,  -0.00000007
  0.00650000,  -0.00000009,  -0.00000012,   0.65000090,  -0.00000000,  -0.00000002,   0.00000000,  -0.00001166,  -0.00001354,   0.00003497,  -0.00000001,  -0.00000314,  -0.00000008
  0.00700000,  -0.00000003,  -0.00000002,   0.69999944,  -0.00000000,   0.00000002,   0.00000000,  -0.00001256,  -0.00001459,   0.00003767,  -0.00000001,  -0.00000338,  -0.00000009
  0.00750000,  -0.00000104,  -0.00000084,   0.75002715,   0.00000000,   0.00000024,  -0.00000000,  -0.00001346,  -0.00001564,   0.00004037,  -0.00000001,  -0.00000363,  -0.00000009
  0.00800000,  -0.00000048,  -0.00000042,   0.80001229,   0.00000000,   0.00000010,   0.00000001,  -0.00001436,  -0.00001669,   0.00004307,  -0.00000001,  -0.00000387,  -0.00000010
