Time (m)    , Stress_xx (MPa), Stress_yy (MPa), Stress_zz (MPa), Stress_xy (MPa), Stress_xz (MPa), Stress_yz (MPa), Strain_xx   , Strain_yy   , Strain_zz   , Strain_xy   , Strain_xz   , Strain_yz   
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
  0.00050000,   0.04999994,  -0.00000003,  -0.00000056,   0.00000000,  -0.00000001,   0.00000000,   0.00001159,  -0.00000446,  -0.00000087,   0.00000030,   0.00000012,   0.00000001
  0.00100000,   0.09999962,  -0.00000023,   0.00000186,  -0.00000000,   0.00000003,  -0.00000000,   0.00002400,  -0.00000951,  -0.00000178,   0.00000063,   0.00000025,   0.00000002
  0.00150000,   0.14999892,  -0.00000092,   0.00000202,  -0.00000002,   0.00000005,  -0.00000000,   0.00003657,  -0.00001469,  -0.00000270,   0.00000096,   0.00000037,   0.00000003
  0.00200000,   0.19999784,  -0.00000155,  -0.00000384,  -0.00000006,  -0.00000001,  -0.00000000,   0.00004920,  -0.00001993,  -0.00000361,   0.00000129,   0.00000050,   0.00000004
  0.00250000,   0.24999683,  -0.00000232,  -0.00000418,  -0.00000009,  -0.00000001,   0.00000000,   0.00006187,  -0.00002521,  -0.00000453,   0.00000162,   0.00000063,   0.00000006
  0.00300000,   0.29999559,  -0.00000269,  -0.00000921,  -0.00000011,  -0.00000009,  -0.00000000,   0.00007455,  -0.00003050,  -0.00000544,   0.00000195,   0.00000076,   0.00000007
  0.00350000,   0.34999479,  -0.00000295,   0.00000579,  -0.00000012,   0.00000012,  -0.00000000,   0.00008724,  -0.00003579,  -0.00000636,   0.00000228,   0.00000089,   0.00000008
  0.00400000,   0.39999583,  -0.00000188,  -0.00000263,  -0.00000010,  -0.00000001,  -0.00000000,   0.00009994,  -0.00004110,  -0.00000727,   0.00000261,   0.00000102,   0.00000009
  0.00450000,   0.45000272,  -0.00001130,   0.00003475,  -0.00000006,   0.00000059,   0.00000002,   0.00011264,  -0.00004641,  -0.00000819,   0.00000294,   0.00000115,   0.00000010
  0.00500000,   0.49999856,  -0.00000198,  -0.00000215,  -0.00000005,  -0.00000000,  -0.00000000,   0.00012535,  -0.00005172,  -0.00000911,   0.00000327,   0.00000128,   0.00000011
  0.00550000,   0.54999781,   0.00000047,   0.00000186,  -0.00000002,   0.00000002,   0.00000000,   0.00013805,  -0.00005703,  -0.00001002,   0.00000360,   0.00000140,   0.00000012
  0.00600000,   0.60000703,  -0.00000600,  -0.00003724,   0.00000001,  -0.00000046,  -0.00000001,   0.00015077,  -0.00006234,  -0.00001094,   0.00000393,   0.00000153,   0.00000014
  0.00650000,   0.65000290,  -0.00000062,  -0.00003810,   0.00000001,  -0.00000051,  -0.00000004,   0.00016348,  -0.00006766,  -0.00001186,   0.00000427,   0.00000166,   0.00000015
  0.00700000,   0.69999900,   0.00000088,   0.00000383,   0.00000000,   0.00000005,  -0.00000000,   0.00017619,  -0.00007298,  -0.00001277,   0.00000460,   0.00000179,   0.00000016
  0.00750000,   0.74999908,   0.00000094,  -0.00000148,  -0.00000001,  -0.00000004,  -0.00000000,   0.00018891,  -0.00007830,  -0.00001369,   0.00000493,   0.00000192,   0.00000017
  0.00800000,   0.80000292,  -0.00000570,   0.00001806,  -0.00000001,   0.00000036,  -0.00000000,   0.00020163,  -0.00008363,  -0.00001460,   0.00000526,   0.00000205,   0.00000018
  0.00850000,   0.84999977,  -0.00000102,  -0.00000245,  -0.00000003,  -0.00000001,  -0.00000000,   0.00021435,  -0.00008895,  -0.00001552,   0.00000559,   0.00000218,   0.00000019
  0.00900000,   0.89999819,   0.00000011,   0.00000347,  -0.00000004,   0.00000005,   0.00000000,   0.00022707,  -0.00009428,  -0.00001643,   0.00000592,   0.00000231,   0.00000021
  0.00950000,   0.95000599,  -0.00000456,  -0.00006292,  -0.00000003,  -0.00000082,  -0.00000001,   0.00023980,  -0.00009960,  -0.00001735,   0.00000625,   0.00000244,   0.00000022
